Unnamed: 0,time,jpos0,jpos1,jpos2,jpos3,jpos4,jpos5,jpos6,jpos7,jpos8,jpos9,jpos10,jpos11,jpos12,jpos13,jpos14,jpos15,runlevel,sublevel,last_seq,type0,type1,pos0,pos1,pos2,pos3,pos4,pos5,ori0,ori1,ori2,ori3,ori4,ori5,ori6,ori7,ori8,ori9,ori10,ori11,ori12,ori13,ori14,ori15,ori16,ori17,ori_d0,ori_d1,ori_d2,ori_d3,ori_d4,ori_d5,ori_d6,ori_d7,ori_d8,ori_d9,ori_d10,ori_d11,ori_d12,ori_d13,ori_d14,ori_d15,ori_d16,ori_d17,pos_d0,pos_d1,pos_d2,pos_d3,pos_d4,pos_d5,encVals0,encVals1,encVals2,encVals3,encVals4,encVals5,encVals6,encVals7,encVals8,encVals9,encVals10,encVals11,encVals12,encVals13,encVals14,encVals15,dac_vals0,dac_vals1,dac_vals2,dac_vals3,dac_vals4,dac_vals5,dac_vals6,dac_vals7,dac_vals8,dac_vals9,dac_vals10,dac_vals11,dac_vals12,dac_vals13,dac_vals14,dac_vals15,Tau0,Tau1,Tau2,Tau3,Tau4,Tau5,Tau6,Tau7,Tau8,Tau9,Tau10,Tau11,Tau12,Tau13,Tau14,Tau15,mpos0,mpos1,mpos2,mpos3,mpos4,mpos5,mpos6,mpos7,mpos8,mpos9,mpos10,mpos11,mpos12,mpos13,mpos14,mpos15,mvel0,mvel1,mvel2,mvel3,mvel4,mvel5,mvel6,mvel7,mvel8,mvel9,mvel10,mvel11,mvel12,mvel13,mvel14,mvel15,jvel0,jvel1,jvel2,jvel3,jvel4,jvel5,jvel6,jvel7,jvel8,jvel9,jvel10,jvel11,jvel12,jvel13,jvel14,jvel15,mpos_d0,mpos_d1,mpos_d2,mpos_d3,mpos_d4,mpos_d5,mpos_d6,mpos_d7,mpos_d8,mpos_d9,mpos_d10,mpos_d11,mpos_d12,mpos_d13,mpos_d14,mpos_d15,jpos_d0,jpos_d1,jpos_d2,jpos_d3,jpos_d4,jpos_d5,jpos_d6,jpos_d7,jpos_d8,jpos_d9,jpos_d10,jpos_d11,jpos_d12,jpos_d13,jpos_d14,jpos_d15,grasp_d0,grasp_d1,encoffsets0,encoffsets1,encoffsets2,encoffsets3,encoffsets4,encoffsets5,encoffsets6,encoffsets7,encoffsets8,encoffsets9,encoffsets10,encoffsets11,encoffsets12,encoffsets13,encoffsets14,encoffsets15,jac_vel0,jac_vel1,jac_vel2,jac_vel3,jac_vel4,jac_vel5,jac_vel6,jac_vel7,jac_vel8,jac_vel9,jac_vel10,jac_vel11,jac_f0,jac_f1,jac_f2,jac_f3,jac_f4,jac_f5,jac_f6,jac_f7,jac_f8,jac_f9,jac_f10,jac_f11
0,0.0,0.522391,1.576855,0.399544,0.0,-3.124177,0.004077,0.778588,0.783483,0.521191,1.576745,0.398482,0.0,-3.141728,0.00438,0.781277,0.79459,3.0,1.0,111.0,0.0,1.0,-78335.0,-25318.0,13694.0,-79364.0,25540.0,13861.0,-0.940081,-0.217256,0.262767,-0.299746,0.159364,-0.940614,0.162478,-0.963018,-0.214937,-0.938562,0.221791,0.264405,0.299664,0.143731,0.943156,0.17118,0.964443,-0.201363,-0.94007,-0.217054,0.262974,-0.299832,0.158911,-0.940664,0.162386,-0.963138,-0.214467,-0.938704,0.221577,0.264079,0.299293,0.143741,0.943272,0.171048,0.964491,-0.201247,-78308.0,-25305.0,13664.0,-79526.0,25569.0,13866.0,18323.0,17417.0,-159976.0,0.0,-54864.0,-55005.0,-56154.0,-53624.0,-15452.0,-12571.0,153368.0,0.0,52947.0,52844.0,51604.0,54635.0,45.0,214.0,-81.0,0.0,122.0,169.0,-57.0,484.0,-71.0,-212.0,-152.0,0.0,-510.0,-305.0,-543.0,-733.0,-0.01231,-0.057949,0.022182,0.0,0.00447,0.006209,0.002114,0.017727,-0.01939,-0.057381,-0.041295,0.0,-0.018693,-0.011162,0.01989,-0.026851,4076.460205,11508.209961,51493.863281,0.0,-17698.5,-17701.291016,18105.570312,-17300.791016,4067.100342,11506.230469,51361.292969,0.0,17657.279297,17660.070312,-17254.169922,18066.060547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4076.433105,11505.501953,51497.730469,0.0,-17698.728516,-17701.34375,18105.648438,-17300.904297,4065.639404,11503.614258,51340.910156,0.0,17657.375,17660.164062,-17254.140625,18066.099609,29.930578,90.32489,22.894142,0.0,0.86402,0.227833,44.621304,44.874706,29.851328,90.320877,22.822144,0.0,-0.081494,0.261296,44.761909,45.536236,1.562,1.576,-63617.0,-145286.0,-412178.0,0.0,141786.0,141676.0,-145019.0,138607.0,-60642.0,-140418.0,-417313.0,0.0,-143245.0,-143379.0,140109.0,-146099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.376957893371582,0.522391,1.576855,0.399544,0.0,-3.124177,0.004077,0.522494,0.53088,0.521191,1.576745,0.398482,0.0,-3.1871430000000003,-0.025666,0.582133,0.459016,3.0,1.0,111.0,0.0,1.0,-78335.0,-25318.0,13694.0,-79259.0,25904.0,13767.0,-0.940459,-0.215614,0.262767,-0.299467,0.159887,-0.940614,0.160796,-0.9633,-0.214937,-0.944139,0.169745,0.282467,0.3145,0.208074,0.926172,0.09844,0.963271,-0.249836,-0.940459,-0.215614,0.262767,-0.299467,0.159887,-0.940614,0.160796,-0.9633,-0.214937,-0.944139,0.169745,0.282467,0.3145,0.208074,0.926172,0.09844,0.963271,-0.249836,-78335.0,-25318.0,13694.0,-79259.0,25904.0,13767.0,18323.0,17417.0,-159976.0,0.0,-54864.0,-55005.0,-54688.0,-55070.0,-15452.0,-12571.0,153368.0,0.0,52791.0,52672.0,52830.0,52800.0,45.0,214.0,-81.0,0.0,-121.0,123.0,682.0,-589.0,-71.0,-212.0,-152.0,0.0,-731.0,-612.0,823.0,-960.0,-0.01231,-0.057949,0.022182,0.0,-0.004435,0.004524,-0.024989,-0.021574,-0.01939,-0.057381,-0.041295,0.0,-0.026772,-0.022418,-0.030119,-0.035147,4076.460205,11508.209961,51493.863281,0.0,-17698.5,-17701.291016,17973.630859,-17430.931641,4067.100342,11506.230469,51361.292969,0.0,17643.240234,17644.591797,-17364.509766,17900.912109,0.0,0.0,0.0,0.0,0.0,0.0,-180.098419,-180.098419,0.0,0.0,0.0,0.0,0.0,-89.174942,-269.273376,-89.174942,0.0,0.0,0.0,0.0,0.0,0.0,-0.349569,-0.349569,0.0,0.0,0.0,0.0,0.0,-0.173088,-0.436113,-0.259631,4076.433105,11505.501953,51497.730469,0.0,-17702.708984,-17702.445312,17959.761719,-17445.505859,4065.639404,11503.614258,51340.910156,0.0,17640.503906,17638.986328,-17386.558594,17898.861328,29.930578,90.32489,22.894142,0.0,0.126422,0.105053,28.458467,28.732199,29.851328,90.320877,22.822144,0.0,-3.208301,-2.093817,31.213343,25.760136,1.053,1.041,-63617.0,-145286.0,-412178.0,0.0,141786.0,141676.0,-145019.0,138607.0,-60642.0,-140418.0,-417313.0,0.0,-143245.0,-143379.0,140109.0,-146099.0,0.0,0.0,0.0,0.0,0.0,-0.349569,0.0,-0.173088,0.0,-0.095165,-0.144579,-0.436113,0.0,0.0,0.0,0.0,0.0,-0.349569,0.0,-0.173088,0.0,-0.095165,-0.144579,-0.436113
2,1.3989338874816897,0.522391,1.576855,0.399544,0.0,-3.124177,0.004077,0.516904,0.526689,0.521191,1.576745,0.398482,0.0,-3.1880200000000003,-0.026015,0.573222,0.457616,3.0,1.0,111.0,0.0,1.0,-78335.0,-25318.0,13694.0,-79258.0,25909.0,13766.0,-0.94061,-0.214956,0.262767,-0.299355,0.160097,-0.940614,0.160123,-0.963412,-0.214937,-0.943415,0.173521,0.282593,0.315551,0.207727,0.925892,0.10196,0.962673,-0.250728,-0.94061,-0.214956,0.262767,-0.299355,0.160097,-0.940614,0.160123,-0.963412,-0.214937,-0.943415,0.173521,0.282593,0.315551,0.207727,0.925892,0.10196,0.962673,-0.250728,-78335.0,-25318.0,13694.0,-79258.0,25909.0,13766.0,18323.0,17417.0,-159976.0,0.0,-54864.0,-55005.0,-54656.0,-55094.0,-15452.0,-12571.0,153368.0,0.0,52788.0,52670.0,52882.0,52793.0,45.0,214.0,-81.0,0.0,-123.0,122.0,626.0,-550.0,-71.0,-212.0,-152.0,0.0,-721.0,-611.0,721.0,-946.0,-0.01231,-0.057949,0.022182,0.0,-0.004527,0.0045,-0.022909,-0.020142,-0.01939,-0.057381,-0.041295,0.0,-0.026397,-0.022367,-0.026406,-0.034626,4076.460205,11508.209961,51493.863281,0.0,-17698.5,-17701.291016,17970.75,-17433.089844,4067.100342,11506.230469,51361.292969,0.0,17642.970703,17644.410156,-17369.191406,17900.279297,0.0,0.0,0.0,0.0,0.0,0.0,-89.174942,-90.92347,0.0,0.0,0.0,0.0,0.0,0.0,-90.92347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.173088,-0.176481,0.0,0.0,0.0,0.0,0.0,0.0,-0.176481,0.0,4076.433105,11505.501953,51497.730469,0.0,-17702.714844,-17702.447266,17959.539062,-17445.724609,4065.639404,11503.614258,51340.910156,0.0,17640.503906,17638.986328,-17386.558594,17898.861328,29.930578,90.32489,22.894142,0.0,0.125306,0.104867,28.434015,28.707777,29.851328,90.320877,22.822144,0.0,-3.208301,-2.093817,31.213343,25.760136,1.043,1.03,-63617.0,-145286.0,-412178.0,0.0,141786.0,141676.0,-145019.0,138607.0,-60642.0,-140418.0,-417313.0,0.0,-143245.0,-143379.0,140109.0,-146099.0,0.0,0.0,0.0,0.0,0.0,-0.173088,0.0,0.0,0.0,0.0,0.0,-0.176481,0.0,0.0,0.0,0.0,0.0,-0.173088,0.0,0.0,0.0,0.0,0.0,-0.176481
3,1.418949842453003,0.522391,1.576855,0.399544,0.0,-3.124177,0.004077,0.515506,0.524591,0.521191,1.576745,0.398482,0.0,-3.188603,-0.026365,0.572348,0.457268,3.0,1.0,111.0,0.0,1.0,-78335.0,-25318.0,13694.0,-79257.0,25913.0,13764.0,-0.940535,-0.215285,0.262767,-0.299411,0.159992,-0.940614,0.16046,-0.963356,-0.214937,-0.943283,0.173925,0.282786,0.315895,0.208206,0.925668,0.102119,0.962497,-0.251339,-0.940535,-0.215285,0.262767,-0.299411,0.159992,-0.940614,0.16046,-0.963356,-0.214937,-0.943316,0.174004,0.282625,0.315753,0.208169,0.925724,0.102246,0.962491,-0.251312,-78335.0,-25318.0,13694.0,-79257.0,25911.0,13765.0,18323.0,17417.0,-159976.0,0.0,-54864.0,-55005.0,-54648.0,-55106.0,-15452.0,-12571.0,153368.0,0.0,52786.0,52668.0,52888.0,52792.0,45.0,214.0,-81.0,0.0,-125.0,122.0,613.0,-530.0,-71.0,-212.0,-152.0,0.0,-714.0,-609.0,716.0,-944.0,-0.01231,-0.057949,0.022182,0.0,-0.004601,0.00448,-0.022467,-0.019408,-0.01939,-0.057381,-0.041295,0.0,-0.026155,-0.022303,-0.026229,-0.034571,4076.460205,11508.209961,51493.863281,0.0,-17698.5,-17701.291016,17970.03125,-17434.171875,4067.100342,11506.230469,51361.292969,0.0,17642.789062,17644.230469,-17369.730469,17900.191406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.174942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.173088,0.086544,-0.086544,4076.433105,11505.501953,51497.730469,0.0,-17702.714844,-17702.447266,17959.539062,-17445.724609,4065.639404,11503.614258,51340.910156,0.0,17640.503906,17638.986328,-17386.558594,17898.861328,29.930578,90.32489,22.894142,0.0,0.125306,0.104867,28.434015,28.707777,29.851328,90.320877,22.822144,0.0,-3.208301,-2.093817,31.213343,25.760136,1.04,1.029,-63617.0,-145286.0,-412178.0,0.0,141786.0,141676.0,-145019.0,138607.0,-60642.0,-140418.0,-417313.0,0.0,-143245.0,-143379.0,140109.0,-146099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.173088,0.0,-0.093746,-0.145503,0.086544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.173088,0.0,-0.093746,-0.145503,0.086544
4,1.439945936203003,0.522391,1.576855,0.399544,0.0,-3.124177,0.004077,0.515506,0.524245,0.521191,1.576745,0.398482,0.0,-3.188891,-0.026542,0.572437,0.45683,3.0,1.0,111.0,0.0,1.0,-78335.0,-25318.0,13694.0,-79256.0,25915.0,13764.0,-0.940497,-0.215448,0.262767,-0.299439,0.15994,-0.940614,0.160626,-0.963328,-0.214937,-0.943285,0.173754,0.282885,0.315986,0.208567,0.925555,0.101819,0.96245,-0.251642,-0.940497,-0.215448,0.262767,-0.299439,0.15994,-0.940614,0.160626,-0.963328,-0.214937,-0.943285,0.173754,0.282885,0.315986,0.208567,0.925555,0.101819,0.96245,-0.251642,-78335.0,-25318.0,13694.0,-79256.0,25915.0,13764.0,18323.0,17417.0,-159976.0,0.0,-54864.0,-55005.0,-54648.0,-55108.0,-15452.0,-12571.0,153368.0,0.0,52785.0,52667.0,52888.0,52790.0,45.0,214.0,-81.0,0.0,-127.0,121.0,619.0,-531.0,-71.0,-212.0,-152.0,0.0,-712.0,-609.0,725.0,-941.0,-0.01231,-0.057949,0.022182,0.0,-0.004678,0.004459,-0.022659,-0.019461,-0.01939,-0.057381,-0.041295,0.0,-0.026056,-0.02232,-0.026538,-0.034436,4076.460205,11508.209961,51493.863281,0.0,-17698.5,-17701.291016,17970.03125,-17434.349609,4067.100342,11506.230469,51361.292969,0.0,17642.701172,17644.140625,-17369.730469,17900.009766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4076.433105,11505.501953,51497.730469,0.0,-17702.714844,-17702.447266,17959.539062,-17445.724609,4065.639404,11503.614258,51340.910156,0.0,17640.503906,17638.986328,-17386.558594,17898.861328,29.930578,90.32489,22.894142,0.0,0.125306,0.104867,28.434015,28.707777,29.851328,90.320877,22.822144,0.0,-3.208301,-2.093817,31.213343,25.760136,1.039,1.029,-63617.0,-145286.0,-412178.0,0.0,141786.0,141676.0,-145019.0,138607.0,-60642.0,-140418.0,-417313.0,0.0,-143245.0,-143379.0,140109.0,-146099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.46091890335083,0.522391,1.576855,0.399544,0.0,-3.124177,0.004077,0.515329,0.524245,0.521191,1.576745,0.398482,0.0,-3.189185,-0.026715,0.572523,0.456567,3.0,1.0,111.0,0.0,1.0,-78335.0,-25318.0,13694.0,-79255.0,25917.0,13763.0,-0.940516,-0.215365,0.262767,-0.299425,0.159967,-0.940614,0.160541,-0.963342,-0.214937,-0.943272,0.173668,0.282979,0.316092,0.208906,0.925443,0.101604,0.962392,-0.25195,-0.940516,-0.215365,0.262767,-0.299425,0.159967,-0.940614,0.160541,-0.963342,-0.214937,-0.943272,0.173668,0.282979,0.316092,0.208906,0.925443,0.101604,0.962392,-0.25195,-78335.0,-25318.0,13694.0,-79255.0,25917.0,13763.0,18323.0,17417.0,-159976.0,0.0,-54864.0,-55005.0,-54647.0,-55108.0,-15452.0,-12571.0,153368.0,0.0,52784.0,52666.0,52888.0,52789.0,45.0,214.0,-81.0,0.0,-129.0,121.0,622.0,-537.0,-71.0,-212.0,-152.0,0.0,-709.0,-610.0,733.0,-939.0,-0.01231,-0.057949,0.022182,0.0,-0.004755,0.004437,-0.022771,-0.01967,-0.01939,-0.057381,-0.041295,0.0,-0.025953,-0.022336,-0.026846,-0.034377,4076.460205,11508.209961,51493.863281,0.0,-17698.5,-17701.291016,17969.939453,-17434.349609,4067.100342,11506.230469,51361.292969,0.0,17642.609375,17644.050781,-17369.730469,17899.919922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4076.433105,11505.501953,51497.730469,0.0,-17702.714844,-17702.447266,17959.539062,-17445.724609,4065.639404,11503.614258,51340.910156,0.0,17640.503906,17638.986328,-17386.558594,17898.861328,29.930578,90.32489,22.894142,0.0,0.125306,0.104867,28.434015,28.707777,29.851328,90.320877,22.822144,0.0,-3.208301,-2.093817,31.213343,25.760136,1.039,1.029,-63617.0,-145286.0,-412178.0,0.0,141786.0,141676.0,-145019.0,138607.0,-60642.0,-140418.0,-417313.0,0.0,-143245.0,-143379.0,140109.0,-146099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1.48191499710083,0.522391,1.576855,0.399544,0.0,-3.124177,0.004077,0.514983,0.524068,0.521191,1.576745,0.398482,0.0,-3.189185,-0.026891,0.572438,0.456306,3.0,1.0,111.0,0.0,1.0,-78335.0,-25318.0,13694.0,-79255.0,25919.0,13762.0,-0.940535,-0.215285,0.262767,-0.299411,0.159992,-0.940614,0.16046,-0.963356,-0.214937,-0.943238,0.173587,0.283143,0.316237,0.208943,0.925385,0.101474,0.962398,-0.251978,-0.940535,-0.215285,0.262767,-0.299411,0.159992,-0.940614,0.16046,-0.963356,-0.214937,-0.943238,0.173587,0.283143,0.316237,0.208943,0.925385,0.101474,0.962398,-0.251978,-78335.0,-25318.0,13694.0,-79255.0,25919.0,13762.0,18323.0,17417.0,-159976.0,0.0,-54864.0,-55005.0,-54645.0,-55109.0,-15452.0,-12571.0,153368.0,0.0,52784.0,52665.0,52889.0,52788.0,45.0,214.0,-81.0,0.0,-132.0,120.0,623.0,-541.0,-71.0,-212.0,-152.0,0.0,-710.0,-610.0,739.0,-937.0,-0.01231,-0.057949,0.022182,0.0,-0.004832,0.004416,-0.022805,-0.019797,-0.01939,-0.057381,-0.041295,0.0,-0.025991,-0.022349,-0.027076,-0.034318,4076.460205,11508.209961,51493.863281,0.0,-17698.5,-17701.291016,17969.761719,-17434.441406,4067.100342,11506.230469,51361.292969,0.0,17642.609375,17643.958984,-17369.820312,17899.830078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4076.433105,11505.501953,51497.730469,0.0,-17702.714844,-17702.447266,17959.539062,-17445.724609,4065.639404,11503.614258,51340.910156,0.0,17640.503906,17638.986328,-17386.558594,17898.861328,29.930578,90.32489,22.894142,0.0,0.125306,0.104867,28.434015,28.707777,29.851328,90.320877,22.822144,0.0,-3.208301,-2.093817,31.213343,25.760136,1.039,1.028,-63617.0,-145286.0,-412178.0,0.0,141786.0,141676.0,-145019.0,138607.0,-60642.0,-140418.0,-417313.0,0.0,-143245.0,-143379.0,140109.0,-146099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.5019259452819824,0.522391,1.576855,0.399544,0.0,-3.124177,0.004077,0.514806,0.523895,0.521191,1.576745,0.398482,0.0,-3.189474,-0.027064,0.571999,0.456043,3.0,1.0,111.0,0.0,1.0,-78335.0,-25318.0,13694.0,-79254.0,25921.0,13762.0,-0.940535,-0.215284,0.262767,-0.299411,0.159993,-0.940614,0.160458,-0.963356,-0.214937,-0.94318,0.173748,0.283239,0.316398,0.209194,0.925273,0.101512,0.962315,-0.252281,-0.940535,-0.215284,0.262767,-0.299411,0.159993,-0.940614,0.160458,-0.963356,-0.214937,-0.94318,0.173748,0.283239,0.316398,0.209194,0.925273,0.101512,0.962315,-0.252281,-78335.0,-25318.0,13694.0,-79254.0,25921.0,13762.0,18323.0,17417.0,-159976.0,0.0,-54864.0,-55005.0,-54644.0,-55110.0,-15452.0,-12571.0,153368.0,0.0,52783.0,52664.0,52892.0,52787.0,45.0,214.0,-81.0,0.0,-134.0,120.0,625.0,-544.0,-71.0,-212.0,-152.0,0.0,-707.0,-610.0,741.0,-936.0,-0.01231,-0.057949,0.022182,0.0,-0.004906,0.004396,-0.022903,-0.019915,-0.01939,-0.057381,-0.041295,0.0,-0.025887,-0.022357,-0.02713,-0.034254,4076.460205,11508.209961,51493.863281,0.0,-17698.5,-17701.291016,17969.669922,-17434.529297,4067.100342,11506.230469,51361.292969,0.0,17642.521484,17643.871094,-17370.091797,17899.740234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.92347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.176481,0.0,4076.433105,11505.501953,51497.730469,0.0,-17702.714844,-17702.447266,17959.539062,-17445.724609,4065.639404,11503.614258,51340.910156,0.0,17640.503906,17638.986328,-17386.558594,17898.861328,29.930578,90.32489,22.894142,0.0,0.125306,0.104867,28.434015,28.707777,29.851328,90.320877,22.822144,0.0,-3.208301,-2.093817,31.213343,25.760136,1.038,1.028,-63617.0,-145286.0,-412178.0,0.0,141786.0,141676.0,-145019.0,138607.0,-60642.0,-140418.0,-417313.0,0.0,-143245.0,-143379.0,140109.0,-146099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.176481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.176481
8,1.5229508876800537,0.522391,1.576855,0.399544,0.0,-3.124177,0.004077,0.514457,0.523546,0.521191,1.576745,0.398482,0.0,-3.189474,-0.027241,0.571914,0.455782,3.0,1.0,111.0,0.0,1.0,-78335.0,-25318.0,13694.0,-79253.0,25923.0,13761.0,-0.940535,-0.215284,0.262767,-0.299411,0.159993,-0.940614,0.160458,-0.963356,-0.214937,-0.943145,0.173667,0.283403,0.316542,0.209231,0.925215,0.101383,0.962321,-0.252308,-0.940535,-0.215284,0.262767,-0.299411,0.159993,-0.940614,0.160458,-0.963356,-0.214937,-0.943145,0.173667,0.283403,0.316542,0.209231,0.925215,0.101383,0.962321,-0.252308,-78335.0,-25318.0,13694.0,-79253.0,25923.0,13761.0,18323.0,17417.0,-159976.0,0.0,-54864.0,-55005.0,-54642.0,-55112.0,-15452.0,-12571.0,153368.0,0.0,52783.0,52663.0,52893.0,52786.0,45.0,214.0,-81.0,0.0,-136.0,119.0,626.0,-545.0,-71.0,-212.0,-152.0,0.0,-708.0,-611.0,747.0,-934.0,-0.01231,-0.057949,0.022182,0.0,-0.004983,0.004375,-0.02293,-0.019961,-0.01939,-0.057381,-0.041295,0.0,-0.025924,-0.022366,-0.027354,-0.034192,4076.460205,11508.209961,51493.863281,0.0,-17698.5,-17701.291016,17969.490234,-17434.708984,4067.100342,11506.230469,51361.292969,0.0,17642.521484,17643.779297,-17370.179688,17899.650391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.174942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.173088,0.0,4076.433105,11505.501953,51497.730469,0.0,-17702.714844,-17702.447266,17959.539062,-17445.724609,4065.639404,11503.614258,51340.910156,0.0,17640.503906,17638.986328,-17386.558594,17898.861328,29.930578,90.32489,22.894142,0.0,0.125306,0.104867,28.434015,28.707777,29.851328,90.320877,22.822144,0.0,-3.208301,-2.093817,31.213343,25.760136,1.038,1.027,-63617.0,-145286.0,-412178.0,0.0,141786.0,141676.0,-145019.0,138607.0,-60642.0,-140418.0,-417313.0,0.0,-143245.0,-143379.0,140109.0,-146099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.173088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.173088
9,1.5429210662841797,0.522391,1.576855,0.399544,0.0,-3.124177,0.004077,0.514284,0.523196,0.521191,1.576745,0.398482,0.0,-3.189474,-0.027414,0.571651,0.455695,3.0,1.0,111.0,0.0,1.0,-78335.0,-25318.0,13694.0,-79253.0,25925.0,13761.0,-0.940516,-0.215367,0.262767,-0.299425,0.159966,-0.940614,0.160543,-0.963342,-0.214937,-0.943081,0.173753,0.283564,0.316721,0.209212,0.925158,0.101424,0.96231,-0.252336,-0.940516,-0.215367,0.262767,-0.299425,0.159966,-0.940614,0.160543,-0.963342,-0.214937,-0.943081,0.173753,0.283564,0.316721,0.209212,0.925158,0.101424,0.96231,-0.252336,-78335.0,-25318.0,13694.0,-79253.0,25925.0,13761.0,18323.0,17417.0,-159976.0,0.0,-54864.0,-55005.0,-54641.0,-55114.0,-15452.0,-12571.0,153368.0,0.0,52783.0,52662.0,52895.0,52786.0,45.0,214.0,-81.0,0.0,-138.0,119.0,629.0,-546.0,-71.0,-212.0,-152.0,0.0,-709.0,-611.0,751.0,-934.0,-0.01231,-0.057949,0.022182,0.0,-0.005057,0.004355,-0.023025,-0.019994,-0.01939,-0.057381,-0.041295,0.0,-0.02596,-0.022371,-0.027481,-0.034206,4076.460205,11508.209961,51493.863281,0.0,-17698.5,-17701.291016,17969.400391,-17434.890625,4067.100342,11506.230469,51361.292969,0.0,17642.521484,17643.691406,-17370.361328,17899.650391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4076.433105,11505.501953,51497.730469,0.0,-17702.714844,-17702.447266,17959.539062,-17445.724609,4065.639404,11503.614258,51340.910156,0.0,17640.503906,17638.986328,-17386.558594,17898.861328,29.930578,90.32489,22.894142,0.0,0.125306,0.104867,28.434015,28.707777,29.851328,90.320877,22.822144,0.0,-3.208301,-2.093817,31.213343,25.760136,1.037,1.027,-63617.0,-145286.0,-412178.0,0.0,141786.0,141676.0,-145019.0,138607.0,-60642.0,-140418.0,-417313.0,0.0,-143245.0,-143379.0,140109.0,-146099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
