time,jpos0,jpos1,jpos2,jpos3,jpos4,jpos5,jpos6,jpos7,jpos8,jpos9,jpos10,jpos11,jpos12,jpos13,jpos14,jpos15,runlevel,sublevel,last_seq,type0,type1,pos0,pos1,pos2,pos3,pos4,pos5,ori0,ori1,ori2,ori3,ori4,ori5,ori6,ori7,ori8,ori9,ori10,ori11,ori12,ori13,ori14,ori15,ori16,ori17,ori_d0,ori_d1,ori_d2,ori_d3,ori_d4,ori_d5,ori_d6,ori_d7,ori_d8,ori_d9,ori_d10,ori_d11,ori_d12,ori_d13,ori_d14,ori_d15,ori_d16,ori_d17,pos_d0,pos_d1,pos_d2,pos_d3,pos_d4,pos_d5,encVals0,encVals1,encVals2,encVals3,encVals4,encVals5,encVals6,encVals7,encVals8,encVals9,encVals10,encVals11,encVals12,encVals13,encVals14,encVals15,dac_vals0,dac_vals1,dac_vals2,dac_vals3,dac_vals4,dac_vals5,dac_vals6,dac_vals7,dac_vals8,dac_vals9,dac_vals10,dac_vals11,dac_vals12,dac_vals13,dac_vals14,dac_vals15,Tau0,Tau1,Tau2,Tau3,Tau4,Tau5,Tau6,Tau7,Tau8,Tau9,Tau10,Tau11,Tau12,Tau13,Tau14,Tau15,mpos0,mpos1,mpos2,mpos3,mpos4,mpos5,mpos6,mpos7,mpos8,mpos9,mpos10,mpos11,mpos12,mpos13,mpos14,mpos15,mvel0,mvel1,mvel2,mvel3,mvel4,mvel5,mvel6,mvel7,mvel8,mvel9,mvel10,mvel11,mvel12,mvel13,mvel14,mvel15,jvel0,jvel1,jvel2,jvel3,jvel4,jvel5,jvel6,jvel7,jvel8,jvel9,jvel10,jvel11,jvel12,jvel13,jvel14,jvel15,jpos_d0,jpos_d1,jpos_d2,jpos_d3,jpos_d4,jpos_d5,jpos_d6,jpos_d7,jpos_d8,jpos_d9,jpos_d10,jpos_d11,jpos_d12,jpos_d13,jpos_d14,jpos_d15,grasp_d0,grasp_d1,grasp_d2,grasp_d3,grasp_d4,grasp_d5,grasp_d6,grasp_d7,grasp_d8,grasp_d9,grasp_d10,grasp_d11,grasp_d12,grasp_d13,grasp_d14,grasp_d15,encoffsets0,encoffsets1,encoffsets2,encoffsets3,encoffsets4,encoffsets5,encoffsets6,encoffsets7,encoffsets8,encoffsets9,encoffsets10,encoffsets11,encoffsets12,encoffsets13,encoffsets14,encoffsets15,jac_vel0,jac_vel1,jac_vel2,jac_vel3,jac_vel4,jac_vel5,jac_vel6,jac_vel7,jac_vel8,jac_vel9,jac_vel10,jac_vel11,jac_f0,jac_f1,jac_f2,jac_f3,jac_f4,jac_f5,jac_f6,jac_f7,jac_f8,jac_f9,jac_f10,jac_f11
1698698815.1369762,1.0467129945755005,1.8840833902359009,-0.029986117035150528,0.0,2.3551042079925537,6.187022461298989e-16,0.5233564972877502,0.5233564972877502,1.0467129945755005,1.8840833902359009,-0.029986117035150528,0.0,2.3551042079925537,-4.3861043134063235e-15,0.5233564972877502,0.5233564972877502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698698818.317313,1.0540192127227783,1.8858020305633545,-0.02983676828444004,0.0,0.8554832339286804,-1.1815084690169897e-05,0.5010254383087158,0.5012111067771912,1.051586389541626,1.8353849649429321,-0.02975660189986229,0.0,0.8431640863418579,8.241529576480389e-05,-0.46203330159187317,-0.4628831148147583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037277420051395893,0.0004701430443674326,9.910064545692876e-05,0.0,-0.5862576961517334,-0.005300892982631922,-0.015342934057116508,-0.003859165357425809,0.00218773540109396,-0.026219725608825684,9.843001316767186e-05,0.0,-0.5030261278152466,0.007695799693465233,-0.6150511503219604,-0.5992579460144043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698698818.4907103,1.0542285442352295,1.8858296871185303,-0.029831890016794205,0.0,0.8089341521263123,-3.5056066280958476e-06,0.5003549456596375,0.5003829598426819,1.0516777038574219,1.8343919515609741,-0.029751727357506752,0.0,0.811437726020813,1.592869739397429e-05,-0.48293453454971313,-0.4830690622329712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005405674455687404,6.825292075518519e-05,1.2813889952667523e-05,0.0,-0.11925946921110153,1.914997847052291e-05,-0.001790246577002108,-0.001953965052962303,0.0003826518659479916,-0.004295606631785631,2.0982259229640476e-05,0.0,-0.13194477558135986,-8.675378194311634e-05,-0.08652636408805847,-0.08579101413488388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698698818.653617,1.0542808771133423,1.8858363628387451,-0.029830649495124817,0.0,0.7973753213882446,-1.6887096307982574e-06,0.5001810789108276,0.5001939535140991,1.051722526550293,1.8338885307312012,-0.029749270528554916,0.0,0.7959774732589722,5.997504104016116e-06,-0.4930705428123474,-0.49312105774879456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002751291904132813,3.4705888538155705e-05,6.513547305075917e-06,0.0,-0.06068871170282364,9.305941603088286e-06,-0.0009145312942564487,-0.0009899726137518883,0.00015545777569059283,-0.0017459368100389838,8.512188287568279e-06,0.0,-0.053606994450092316,-3.318090966786258e-05,-0.035134367644786835,-0.03485376015305519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698698818.8155608,1.0543131828308105,1.8858404159545898,-0.02982988767325878,0.0,0.7902642488479614,-6.311317406471062e-07,0.5000737309455872,0.5000783205032349,1.0517382621765137,1.8337106704711914,-0.029748404398560524,0.0,0.7905189990997314,2.7090704861620907e-06,-0.49664735794067383,-0.49667006731033325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011180274304933846,1.408558546245331e-05,2.6424056613905123e-06,0.0,-0.024656735360622406,3.5171090075891698e-06,-0.0003727754228748381,-0.00039966832264326513,7.524734974140301e-05,-0.0008453945047222078,4.115352112421533e-06,0.0,-0.02594810724258423,-1.5114086636458524e-05,-0.01699894666671753,-0.01687140390276909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698698818.9761548,1.0543242692947388,1.885841727256775,-0.02982962504029274,0.0,0.7878133058547974,-2.914171375323349e-07,0.5000366568565369,0.5000386834144592,1.0517469644546509,1.833613395690918,-0.02974793128669262,0.0,0.787531316280365,1.0291128091921564e-06,-0.4986041486263275,-0.49861273169517517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.549781417357735e-05,6.9851207626925316e-06,1.3099418083584169e-06,0.0,-0.01223743986338377,1.6374846154576517e-06,-0.00018535788694862276,-0.00019735119713004678,3.134549842798151e-05,-0.0003523093764670193,1.7118451296482817e-06,0.0,-0.010809095576405525,-5.80030746277771e-06,-0.007077419199049473,-0.007028698455542326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698698819.1433263,1.0543309450149536,1.8858425617218018,-0.029829468578100204,0.0,0.7863551378250122,-1.0391124050102007e-07,0.5000145435333252,0.5000151991844177,1.0517501831054688,1.8335775136947632,-0.02974775806069374,0.0,0.7864307165145874,4.5793859726472874e-07,-0.49932464957237244,-0.4993284344673157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1995218048687093e-05,2.764803866739385e-06,5.182627091926406e-07,0.0,-0.004849004093557596,5.908278808419709e-07,-7.359870505752042e-05,-7.766437920508906e-05,1.5172501662163995e-05,-0.0001705905597191304,8.276078347080329e-07,0.0,-0.005232009571045637,-2.605207100714324e-06,-0.003424241440370679,-0.003402471076697111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698698819.3052583,1.0543334484100342,1.8858429193496704,-0.02982940711081028,0.0,0.7857869863510132,-3.762212941182952e-08,0.5000059008598328,0.5000061392784119,1.051751971244812,1.8335574865341187,-0.02974766120314598,0.0,0.7858176827430725,1.6571419791944209e-07,-0.4997257590293884,-0.49972712993621826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.93807828106219e-06,1.1221021622986882e-06,2.1024791863055725e-07,0.0,-0.001970064826309681,2.168426220805486e-07,-2.9956307116663083e-05,-3.134113649139181e-05,6.164201295177918e-06,-6.933599070180207e-05,3.357336311182735e-07,0.0,-0.002125607803463936,-9.556167697155615e-07,-0.001390414428897202,-0.0013824931811541319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698698819.4664915,1.0543344020843506,1.88584303855896,-0.02982938662171364,0.0,0.7855911254882812,-1.6895192800348013e-08,0.500002920627594,0.5000030398368835,1.0517525672912598,1.8335505723953247,-0.029747627675533295,0.0,0.7856063842773438,7.43882750953162e-08,-0.49986395239830017,-0.4998645484447479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4367770897224545e-06,5.56453983335814e-07,1.0422795782005778e-07,0.0,-0.0009777673985809088,9.862938554761058e-08,-1.4887899851601105e-05,-1.5472811355721205e-05,3.0593246265198104e-06,-3.442314482526854e-05,1.6643244293845783e-07,0.0,-0.0010549394646659493,-4.34479431987711e-07,-0.0006897732964716852,-0.0006861999281682074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698698819.6301434,1.0543348789215088,1.8858431577682495,-0.029829375445842743,0.0,0.7854892611503601,-7.076571773012574e-09,0.5000013709068298,0.5000014305114746,1.0517529249191284,1.83354651927948,-0.029747607186436653,0.0,0.7854806780815125,2.5362286493191277e-08,-0.49994611740112305,-0.49994632601737976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.094904402838438e-06,2.6246286211062397e-07,4.914383566756442e-08,0.0,-0.0004615926300175488,4.200650138841411e-08,-7.038460353214759e-06,-7.26295047570602e-06,1.2122139878556482e-06,-1.3645619219460059e-05,6.584510003904143e-08,0.0,-0.00041799910832196474,-1.5130399333429523e-07,-0.00027315763873048127,-0.00027192942798137665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
